wavelength_nm,intensity,y_error
1061.21,749.05,14.42
1061.46,754.25,16.47
1061.71,751.65,12.66
1061.95,750.70,16.27
1062.20,748.15,13.19
1062.45,747.30,14.70
1062.70,748.65,14.35
1062.95,751.60,12.55
1063.20,753.95,16.56
1063.44,753.05,14.52
1063.69,751.50,16.71
1063.94,748.25,13.74
1064.19,746.85,16.28
1064.44,749.80,16.55
1064.68,751.85,14.96
1064.93,750.80,13.39
1065.18,754.25,15.55
1065.43,751.35,14.92
1065.68,753.10,16.68
1065.93,750.50,14.43
1066.17,748.65,13.66
1066.42,753.80,13.13
1066.67,750.30,15.57
1066.92,752.65,16.81
1067.17,750.10,12.61
1067.42,749.15,15.74
1067.66,754.05,16.62
1067.91,748.75,12.81
1068.16,749.80,12.97
1068.41,751.60,15.55
1068.66,751.10,15.36
1068.91,750.95,12.80
1069.15,747.65,16.14
1069.40,752.95,14.82
1069.65,753.25,16.52
1069.90,753.90,16.40
1070.15,751.50,16.09
1070.39,753.80,14.80
1070.64,751.70,13.61
1070.89,753.80,14.75
1071.14,751.20,12.94
1071.39,754.15,15.43
1071.64,752.50,13.10
1071.88,750.90,14.75
1072.13,748.55,12.72
1072.38,752.55,13.83
1072.63,749.55,13.51
1072.88,755.20,15.27
1073.13,755.35,16.01
1073.37,755.00,12.78
1073.62,752.85,16.27
1073.87,751.25,16.30
1074.12,752.10,14.02
1074.37,750.55,15.40
1074.62,750.30,14.27
1074.86,747.20,13.15
1075.11,750.10,14.82
1075.36,749.85,12.87
1075.61,754.75,16.41
1075.86,750.75,16.57
1076.10,749.50,16.11
1076.35,753.70,15.00
1076.60,754.70,14.99
1076.85,751.50,16.84
1077.10,751.40,13.59
1077.35,748.35,12.81
1077.59,750.00,14.97
1077.84,751.70,13.95
1078.09,750.30,13.91
1078.34,754.05,12.55
1078.59,753.45,15.15
1078.84,752.80,13.68
1079.08,754.55,13.35
1079.33,754.85,12.71
1079.58,752.45,14.12
1079.83,753.25,16.40
1080.08,752.60,14.00
1080.32,752.50,15.51
1080.57,750.90,15.83
1080.82,756.40,13.99
1081.07,752.95,16.14
1081.32,750.95,15.55
1081.57,751.60,14.97
1081.81,758.05,12.56
1082.06,751.15,12.65
1082.31,752.15,16.88
1082.56,754.30,15.98
1082.81,753.70,16.66
1083.06,752.10,16.49
1083.30,751.35,12.59
1083.55,755.75,16.04
1083.80,754.50,14.52
1084.05,751.45,15.98
1084.30,750.80,12.52
1084.55,749.80,13.76
1084.79,748.00,15.78
1085.04,752.00,16.00
1085.29,756.30,15.28
1085.54,752.85,13.84
1085.79,753.65,13.89
1086.03,750.45,16.76
1086.28,749.75,14.42
1086.53,751.80,14.48
1086.78,766.30,15.07
1087.03,754.85,14.34
1087.28,754.70,14.97
1087.52,751.45,14.41
1087.77,751.75,16.15
1088.02,749.40,16.49
1088.27,753.05,16.63
1088.52,751.10,14.99
1088.77,748.30,14.42
1089.01,751.00,15.61
1089.26,753.20,16.22
1089.51,749.20,14.96
1089.76,752.20,15.60
1090.01,752.60,15.82
1090.25,749.45,15.47
1090.50,754.40,15.82
1090.75,750.95,13.42
1091.00,746.90,14.66
1091.25,750.80,15.09
1091.50,752.85,12.52
1091.74,750.00,16.26
1091.99,750.10,15.18
1092.24,752.55,13.08
1092.49,755.70,16.14
1092.74,754.35,15.69
1092.99,751.85,15.85
1093.23,756.90,14.28
1093.48,756.05,16.32
1093.73,749.15,14.31
1093.98,751.25,15.02
1094.23,750.85,12.50
1094.48,750.50,15.34
1094.72,752.80,15.68
1094.97,753.75,15.02
1095.22,751.35,14.69
1095.47,752.15,16.08
1095.72,753.05,15.52
1095.96,750.45,13.72
1096.21,750.05,16.72
1096.46,750.10,15.61
1096.71,753.55,16.88
1096.96,748.75,16.76
1097.21,752.80,16.57
1097.45,750.00,15.82
1097.70,751.20,15.19
1097.95,750.45,13.25
1098.20,751.35,14.90
1098.45,752.55,15.89
1098.70,752.05,14.80
1098.94,756.15,16.38
1099.19,751.40,12.98
1099.44,751.00,14.18
1099.69,752.05,14.74
1099.94,753.80,14.43
1100.19,751.35,12.98
1100.43,753.85,13.20
1100.68,755.95,16.24
1100.93,750.00,14.62
1101.18,754.45,12.74
1101.43,751.55,12.57
1101.67,752.95,14.60
1101.92,748.50,13.20
1102.17,754.25,15.64
1102.42,753.30,16.03
1102.67,752.25,13.51
1102.92,753.90,15.14
1103.16,752.15,13.19
1103.41,757.30,13.89
1103.66,754.05,16.45
1103.91,754.85,14.93
1104.16,750.15,16.40
1104.41,753.70,13.51
1104.65,754.25,13.98
1104.90,753.80,14.60
1105.15,753.40,14.64
1105.40,753.20,16.92
1105.65,749.20,12.99
1105.90,751.00,16.25
1106.14,749.95,16.30
1106.39,753.35,14.96
1106.64,753.25,14.03
1106.89,754.95,14.82
1107.14,749.95,13.78
1107.39,752.50,16.04
1107.63,754.05,14.72
1107.88,752.45,16.60
1108.13,750.00,15.23
1108.38,747.70,14.74
1108.63,748.10,15.60
1108.87,750.20,14.71
1109.12,750.20,16.48
1109.37,756.95,13.36
1109.62,752.45,16.81
1109.87,751.60,16.09
1110.12,752.20,16.31
1110.36,750.70,14.62
1110.61,747.05,16.15
1110.86,752.05,13.86
1111.11,751.25,15.86
1111.36,752.75,13.13
1111.61,753.25,13.87
1111.85,751.15,14.46
1112.10,753.75,13.94
1112.35,753.50,14.23
1112.60,751.10,16.12
1112.85,750.75,13.63
1113.10,753.45,15.81
1113.34,751.60,12.83
1113.59,752.25,15.89
1113.84,752.85,16.01
1114.09,752.95,14.29
1114.34,755.40,15.73
1114.59,750.10,16.52
1114.83,753.05,16.05
1115.08,752.95,14.24
1115.33,750.75,14.63
1115.58,753.20,15.96
1115.83,750.70,13.78
1116.08,750.50,16.04
1116.32,753.55,13.97
1116.57,752.40,16.07
1116.82,753.60,12.90
1117.07,752.85,12.71
1117.32,754.20,16.93
1117.57,753.85,16.36
1117.81,749.10,16.37
1118.06,755.40,16.74
1118.31,751.30,14.43
1118.56,752.70,13.78
1118.81,749.90,13.06
1119.05,755.85,14.75
1119.30,751.10,13.47
1119.55,750.70,16.62
1119.80,753.00,12.53
1120.05,753.35,13.15
1120.30,756.75,13.63
1120.54,749.55,13.36
1120.79,756.15,13.54
1121.04,755.45,15.43
1121.29,748.20,13.92
1121.54,754.00,15.24
1121.79,756.30,16.48
1122.03,751.90,15.16
1122.28,757.10,15.62
1122.53,753.40,14.13
1122.78,751.50,13.21
1123.03,756.05,13.95
1123.28,753.55,16.78
1123.52,753.05,15.26
1123.77,747.40,13.69
1124.02,750.15,14.48
1124.27,754.95,16.22
1124.52,751.20,15.45
1124.77,755.80,15.01
1125.01,753.45,16.43
1125.26,752.35,15.48
1125.51,755.60,15.38
1125.76,749.70,13.32
1126.01,753.70,12.99
1126.26,757.85,16.82
1126.50,755.00,15.18
1126.75,749.25,14.31
1127.00,754.20,15.12
1127.25,755.40,12.80
1127.50,753.85,16.15
1127.75,751.30,13.45
1127.99,756.25,16.10
1128.24,750.95,14.85
1128.49,752.40,13.73
1128.74,752.10,12.64
1128.99,753.40,16.12
1129.24,748.10,13.25
1129.48,748.65,12.71
1129.73,750.95,15.83
1129.98,754.10,14.07
1130.23,754.15,14.24
